GeneID1	GeneID2	PCC_moderate	feature_type	PCC_moderate_abs
GC	PON1	0.3229452387342	protein-protein	0.3229452387342
GC	KLKB1	-0.263645829666232	protein-protein	0.263645829666232
F7	PON1	0.436721246012859	protein-protein	0.436721246012859
SERPINA1	HP	0.205707318399907	protein-protein	0.205707318399907
APOA1	HP	-0.376869482877986	protein-protein	0.376869482877986
APOA1	PON1	0.227549963062075	protein-protein	0.227549963062075
APOA1	KLKB1	0.216585034003301	protein-protein	0.216585034003301
S100A9	S100A8	0.808677174703192	protein-protein	0.808677174703192
PRG4	BCHE	0.41665370329024	protein-protein	0.41665370329024
SOD1	CST3	0.768096428421875	protein-protein	0.768096428421875
S100A9	S100A8	0.808677174703192	protein-protein	0.808677174703192
CA2	SERPINA1	0.245787556657862	protein-protein	0.245787556657862
FN1	ITGB3	0.168338143072811	protein-protein	0.168338143072811
MRC1	CD163	0.139292720299541	protein-protein	0.139292720299541
PRG4	HP	0.222901657724107	protein-protein	0.222901657724107
GC	HP	0.167837871493338	protein-protein	0.167837871493338
GC	PON1	0.3229452387342	protein-protein	0.3229452387342
GC	PRG4	0.197035388132634	protein-protein	0.197035388132634
SERPINA1	HP	0.205707318399907	protein-protein	0.205707318399907
SERPINA1	F7	-0.429143600927491	protein-protein	0.429143600927491
S100A9	S100A8	0.808677174703192	protein-protein	0.808677174703192
PRG4	ITGB3	0.488636150552275	protein-protein	0.488636150552275
CST3	CD163	-0.435904555593336	protein-protein	0.435904555593336
PON1	HP	-0.145756590195661	protein-protein	0.145756590195661
PON1	BCHE	0.479025068587992	protein-protein	0.479025068587992
KLKB1	HP	-0.296770290313638	protein-protein	0.296770290313638
KLKB1	BCHE	0.464869139030247	protein-protein	0.464869139030247
KLKB1	PON1	0.450307432168699	protein-protein	0.450307432168699
PRG4	HP	0.222901657724107	protein-protein	0.222901657724107
PRG4	KLKB1	0.334232927384892	protein-protein	0.334232927384892
GC	HP	0.167837871493338	protein-protein	0.167837871493338
GC	SELENOP	-0.129485573058904	protein-protein	0.129485573058904
GC	PON1	0.3229452387342	protein-protein	0.3229452387342
GC	KLKB1	-0.263645829666232	protein-protein	0.263645829666232
GC	PRG4	0.197035388132634	protein-protein	0.197035388132634
F7	HP	-0.133139571481656	protein-protein	0.133139571481656
F7	PON1	0.436721246012859	protein-protein	0.436721246012859
SERPINA1	HP	0.205707318399907	protein-protein	0.205707318399907
SERPINA1	SELENOP	-0.343083576237656	protein-protein	0.343083576237656
SERPINA1	GC	0.172751824765876	protein-protein	0.172751824765876
APOA1	HP	-0.376869482877986	protein-protein	0.376869482877986
APOA1	BCHE	0.198601340377036	protein-protein	0.198601340377036
APOA1	PON1	0.227549963062075	protein-protein	0.227549963062075
APOA1	KLKB1	0.216585034003301	protein-protein	0.216585034003301
APOA1	PRG4	-0.48503652393134	protein-protein	0.48503652393134
APOA1	GC	-0.297120800858261	protein-protein	0.297120800858261
APOA1	SERPINA1	-0.169247675898626	protein-protein	0.169247675898626
SOD1	PON1	0.103497126576156	protein-protein	0.103497126576156
S100A9	S100A8	0.808677174703192	protein-protein	0.808677174703192
F7	PON1	0.436721246012859	protein-protein	0.436721246012859
F7	GC	0.217654950881195	protein-protein	0.217654950881195
SERPINA1	KLKB1	-0.613433412926957	protein-protein	0.613433412926957
SERPINA1	GC	0.172751824765876	protein-protein	0.172751824765876
APOA1	PON1	0.227549963062075	protein-protein	0.227549963062075
APOA1	GC	-0.297120800858261	protein-protein	0.297120800858261
APOA1	SERPINA1	-0.169247675898626	protein-protein	0.169247675898626
CA2	SERPINA1	0.245787556657862	protein-protein	0.245787556657862
SOD1	PON1	0.103497126576156	protein-protein	0.103497126576156
PON1	HP	-0.145756590195661	protein-protein	0.145756590195661
MRC1	ITGB3	0.317283022960715	protein-protein	0.317283022960715
PRG4	BCHE	0.41665370329024	protein-protein	0.41665370329024
SERPINA1	SELENOP	-0.343083576237656	protein-protein	0.343083576237656
CA2	ITGB3	0.500470885681687	protein-protein	0.500470885681687
SOD1	S100A8	0.639935915671463	protein-protein	0.639935915671463
FN1	ITGB3	0.168338143072811	protein-protein	0.168338143072811
FN1	CST3	0.214431661040904	protein-protein	0.214431661040904
ITGB3	ITGA2B	0.969926557728933	protein-protein	0.969926557728933
FN1	ITGA2B	0.107877364520732	protein-protein	0.107877364520732
FN1	ITGB3	0.168338143072811	protein-protein	0.168338143072811
ITGB3	ITGA2B	0.969926557728933	protein-protein	0.969926557728933
FN1	ITGA2B	0.107877364520732	protein-protein	0.107877364520732
FN1	ITGB3	0.168338143072811	protein-protein	0.168338143072811
S100A9	S100A8	0.808677174703192	protein-protein	0.808677174703192
ITGB3	ITGA2B	0.969926557728933	protein-protein	0.969926557728933
ITGB3	ITGA2B	0.969926557728933	protein-protein	0.969926557728933
S100A9	S100A8	0.808677174703192	protein-protein	0.808677174703192
ITGB3	ITGA2B	0.969926557728933	protein-protein	0.969926557728933
S100A9	S100A8	0.808677174703192	protein-protein	0.808677174703192
ITGB3	ITGA2B	0.969926557728933	protein-protein	0.969926557728933
FN1	ITGA2B	0.107877364520732	protein-protein	0.107877364520732
FN1	ITGB3	0.168338143072811	protein-protein	0.168338143072811
ITGB3	ITGA2B	0.969926557728933	protein-protein	0.969926557728933
FN1	ITGA2B	0.107877364520732	protein-protein	0.107877364520732
FN1	ITGB3	0.168338143072811	protein-protein	0.168338143072811
ITGB3	ITGA2B	0.969926557728933	protein-protein	0.969926557728933
S100A9	S100A8	0.808677174703192	protein-protein	0.808677174703192
ITGB3	ITGA2B	0.969926557728933	protein-protein	0.969926557728933
APOA1	HP	-0.376869482877986	protein-protein	0.376869482877986
S100A9	S100A8	0.808677174703192	protein-protein	0.808677174703192
APOA1	HP	-0.376869482877986	protein-protein	0.376869482877986
ITGB3	ITGA2B	0.969926557728933	protein-protein	0.969926557728933
APOA1	HP	-0.376869482877986	protein-protein	0.376869482877986
FN1	ITGA2B	0.107877364520732	protein-protein	0.107877364520732
FN1	ITGB3	0.168338143072811	protein-protein	0.168338143072811
FN1	SERPINA1	-0.539206951884077	protein-protein	0.539206951884077
S100A9	S100A8	0.808677174703192	protein-protein	0.808677174703192
ITGB3	ITGA2B	0.969926557728933	protein-protein	0.969926557728933
FN1	ITGB3	0.168338143072811	protein-protein	0.168338143072811
APOA1	PON1	0.227549963062075	protein-protein	0.227549963062075
S100A9	S100A8	0.808677174703192	protein-protein	0.808677174703192
S100A9	S100A8	0.808677174703192	protein-protein	0.808677174703192
ITGB3	ITGA2B	0.969926557728933	protein-protein	0.969926557728933
S100A9	S100A8	0.808677174703192	protein-protein	0.808677174703192
S100A9	S100A8	0.808677174703192	protein-protein	0.808677174703192
PPIB	TPI1	0.303264996075437	protein-protein	0.303264996075437
CDH5	IGFBP7	0.499822765029023	protein-protein	0.499822765029023
YWHAE	TFRC	-0.391179445789505	protein-protein	0.391179445789505
SERPINC1	F11	0.301886364372912	protein-protein	0.301886364372912
SERPING1	B2M	-0.175585599325095	protein-protein	0.175585599325095
CDH5	IGFBP7	0.499822765029023	protein-protein	0.499822765029023
PPIB	TPI1	0.303264996075437	protein-protein	0.303264996075437
CDH5	IGFBP7	0.499822765029023	protein-protein	0.499822765029023
SERPINC1	CA1	0.226800698541492	protein-protein	0.226800698541492
CPB2	F11	0.23441521090692	protein-protein	0.23441521090692
AFM	SERPINA4	0.414307215476712	protein-protein	0.414307215476712
SERPINC1	SERPINA4	0.143610801610719	protein-protein	0.143610801610719
SERPINC1	AFM	0.272061135611242	protein-protein	0.272061135611242
SERPINC1	F11	0.301886364372912	protein-protein	0.301886364372912
SERPINC1	APOH	-0.269920441660863	protein-protein	0.269920441660863
CPB2	SERPINA4	0.448440909085916	protein-protein	0.448440909085916
SERPING1	SERPINC1	0.615478146982282	protein-protein	0.615478146982282
SERPING1	CPB2	0.230046439602576	protein-protein	0.230046439602576
CDH5	IGFBP7	0.499822765029023	protein-protein	0.499822765029023
SERPINC1	APOH	-0.269920441660863	protein-protein	0.269920441660863
SERPING1	APOH	-0.257771042100565	protein-protein	0.257771042100565
SERPING1	SERPINC1	0.615478146982282	protein-protein	0.615478146982282
SERPING1	CPB2	0.230046439602576	protein-protein	0.230046439602576
CDH5	IGFBP7	0.499822765029023	protein-protein	0.499822765029023
CDH5	CPB2	-0.138876744572812	protein-protein	0.138876744572812
CDH5	SERPING1	-0.587771628510989	protein-protein	0.587771628510989
CAT	AFM	-0.388879347253147	protein-protein	0.388879347253147
SERPINC1	F11	0.301886364372912	protein-protein	0.301886364372912
SERPINC1	APOH	-0.269920441660863	protein-protein	0.269920441660863
CPB2	SERPINA4	0.448440909085916	protein-protein	0.448440909085916
CPB2	F11	0.23441521090692	protein-protein	0.23441521090692
CDH5	AFM	0.179971488590093	protein-protein	0.179971488590093
AFM	SERPINA4	0.414307215476712	protein-protein	0.414307215476712
APOH	SERPINA4	0.294716323003258	protein-protein	0.294716323003258
SERPINC1	SERPINA4	0.143610801610719	protein-protein	0.143610801610719
SERPINC1	AFM	0.272061135611242	protein-protein	0.272061135611242
CPB2	SERPINA4	0.448440909085916	protein-protein	0.448440909085916
CPB2	F11	0.23441521090692	protein-protein	0.23441521090692
AFM	SERPINA4	0.414307215476712	protein-protein	0.414307215476712
CAT	AFM	-0.388879347253147	protein-protein	0.388879347253147
SERPINC1	APOH	-0.269920441660863	protein-protein	0.269920441660863
SERPING1	CPB2	0.230046439602576	protein-protein	0.230046439602576
F11	CA1	0.307684340362891	protein-protein	0.307684340362891
F11	AFM	-0.159263626167872	protein-protein	0.159263626167872
APOH	SERPINA4	0.294716323003258	protein-protein	0.294716323003258
SERPING1	CAT	0.274056632776598	protein-protein	0.274056632776598
SERPINC1	AFM	0.272061135611242	protein-protein	0.272061135611242
CPB2	SERPINA4	0.448440909085916	protein-protein	0.448440909085916
PPIB	B2M	0.37210133250717	protein-protein	0.37210133250717
CDH5	IGFBP7	0.499822765029023	protein-protein	0.499822765029023
APOH	SERPINA4	0.294716323003258	protein-protein	0.294716323003258
SERPINC1	SERPINA4	0.143610801610719	protein-protein	0.143610801610719
SERPINC1	APOH	-0.269920441660863	protein-protein	0.269920441660863
B2M	SOD2	0.488867917387405	protein-protein	0.488867917387405
F11	SOD2	-0.242086640194918	protein-protein	0.242086640194918
CAT	TPI1	0.321600373396911	protein-protein	0.321600373396911
CAT	F11	0.131420511540774	protein-protein	0.131420511540774
SERPINC1	F11	0.301886364372912	protein-protein	0.301886364372912
SERPINC1	APOH	-0.269920441660863	protein-protein	0.269920441660863
CPB2	F11	0.23441521090692	protein-protein	0.23441521090692
SERPING1	CAT	0.274056632776598	protein-protein	0.274056632776598
PPIB	CAT	0.410405410335943	protein-protein	0.410405410335943
CDH5	SOD2	-0.207461003308198	protein-protein	0.207461003308198
CDH5	SERPING1	-0.587771628510989	protein-protein	0.587771628510989
F11	AFM	-0.159263626167872	protein-protein	0.159263626167872
APOH	SERPINA4	0.294716323003258	protein-protein	0.294716323003258
APOH	AFM	0.413880991236906	protein-protein	0.413880991236906
CAT	APOH	-0.22985872358668	protein-protein	0.22985872358668
SERPINC1	SERPINA4	0.143610801610719	protein-protein	0.143610801610719
SERPINC1	AFM	0.272061135611242	protein-protein	0.272061135611242
SERPINC1	F11	0.301886364372912	protein-protein	0.301886364372912
SERPINC1	APOH	-0.269920441660863	protein-protein	0.269920441660863
CPB2	SERPINA4	0.448440909085916	protein-protein	0.448440909085916
CPB2	F11	0.23441521090692	protein-protein	0.23441521090692
AFM	SOD2	-0.484370299999588	protein-protein	0.484370299999588
B2M	TFRC	-0.392908878071688	protein-protein	0.392908878071688
SERPING1	F11	0.131668574264978	protein-protein	0.131668574264978
CDH5	F11	-0.151859586952298	protein-protein	0.151859586952298
CAT	SOD2	0.436950616451785	protein-protein	0.436950616451785
B2M	TFRC	-0.392908878071688	protein-protein	0.392908878071688
B2M	TFRC	-0.392908878071688	protein-protein	0.392908878071688
SERPINC1	SERPINA4	0.143610801610719	protein-protein	0.143610801610719
SERPING1	SERPINC1	0.615478146982282	protein-protein	0.615478146982282
AHSG	FCGR2A	-0.123263354663139	protein-protein	0.123263354663139
C2	C1S	0.196758947994275	protein-protein	0.196758947994275
ALDOB	F9	0.496474032457398	protein-protein	0.496474032457398
APOC3	FCGR2A	-0.265495796080035	protein-protein	0.265495796080035
SERPINA1	C1S	0.508579508067059	protein-protein	0.508579508067059
SERPINA1	C2	0.179689869929763	protein-protein	0.179689869929763
CFH	CFD	0.224424404499131	protein-protein	0.224424404499131
CFH	C1S	0.123018983075129	protein-protein	0.123018983075129
ALDOB	C8G	-0.291611359612284	protein-protein	0.291611359612284
SERPINA1	SERPINB1	0.487687474670979	protein-protein	0.487687474670979
APOA1	ALDOB	-0.309702266510588	protein-protein	0.309702266510588
SERPINB1	FCGR2A	0.141783357026909	protein-protein	0.141783357026909
COMP	FCGR2A	-0.283130905447363	protein-protein	0.283130905447363
CFB	FCGR2A	-0.234077668188883	protein-protein	0.234077668188883
CPN1	HRG	-0.194964286555845	protein-protein	0.194964286555845
C1S	CFB	0.481621502800112	protein-protein	0.481621502800112
CFH	C1S	0.123018983075129	protein-protein	0.123018983075129
C2	FCGR2A	-0.123120906613264	protein-protein	0.123120906613264
C2	COMP	0.437708258798336	protein-protein	0.437708258798336
C2	CFB	0.648558732729403	protein-protein	0.648558732729403
C2	CSF1R	-0.236839431913332	protein-protein	0.236839431913332
C2	C1S	0.196758947994275	protein-protein	0.196758947994275
CD14	CSF1R	0.144416745303057	protein-protein	0.144416745303057
CD14	C1S	0.290307954655209	protein-protein	0.290307954655209
SERPINA1	CFB	0.34657709155716	protein-protein	0.34657709155716
SERPINA1	C2	0.179689869929763	protein-protein	0.179689869929763
APOH	CPN1	-0.696386997017653	protein-protein	0.696386997017653
APOA1	CFH	-0.155689386869657	protein-protein	0.155689386869657
C1S	CFB	0.481621502800112	protein-protein	0.481621502800112
CFH	HRG	-0.368930635282115	protein-protein	0.368930635282115
CFH	CFB	0.207912416637306	protein-protein	0.207912416637306
CFH	C1S	0.123018983075129	protein-protein	0.123018983075129
C2	CFB	0.648558732729403	protein-protein	0.648558732729403
C2	CPN1	0.325092132768569	protein-protein	0.325092132768569
ALDOB	HRG	-0.49426900826184	protein-protein	0.49426900826184
APOC3	HRG	-0.223444755891034	protein-protein	0.223444755891034
APOC3	CFB	-0.335800968707131	protein-protein	0.335800968707131
APOC3	C2	-0.491941872372131	protein-protein	0.491941872372131
APOC3	ALDOB	0.387495096803582	protein-protein	0.387495096803582
SERPINA1	CFB	0.34657709155716	protein-protein	0.34657709155716
SERPINA1	CPN1	0.247121222881631	protein-protein	0.247121222881631
SERPINA1	CFH	0.118450028777956	protein-protein	0.118450028777956
SERPINA1	C2	0.179689869929763	protein-protein	0.179689869929763
SERPINA1	APOC3	-0.19229457614152	protein-protein	0.19229457614152
APOH	HRG	0.25826004223032	protein-protein	0.25826004223032
APOH	CFB	-0.309385632700509	protein-protein	0.309385632700509
APOH	CPN1	-0.696386997017653	protein-protein	0.696386997017653
APOH	C1S	-0.2826491653322	protein-protein	0.2826491653322
APOH	C2	-0.462614223526142	protein-protein	0.462614223526142
APOH	APOC3	0.304865502865763	protein-protein	0.304865502865763
APOH	SERPINA1	-0.281070889243603	protein-protein	0.281070889243603
APOA1	HRG	0.617451728549016	protein-protein	0.617451728549016
APOA1	CPN1	-0.245505496382631	protein-protein	0.245505496382631
APOA1	ALDOB	-0.309702266510588	protein-protein	0.309702266510588
APOA1	SERPINA1	-0.169247675898626	protein-protein	0.169247675898626
APOA1	APOH	0.215205601396536	protein-protein	0.215205601396536
C4BPB	CFB	0.354005479930773	protein-protein	0.354005479930773
C4BPB	CPN1	0.123470177906962	protein-protein	0.123470177906962
C4BPB	CFH	0.386533474148966	protein-protein	0.386533474148966
C4BPB	C2	0.498363083846619	protein-protein	0.498363083846619
C4BPB	ALDOB	0.315151163702512	protein-protein	0.315151163702512
C4BPB	SERPINA1	-0.399284976873942	protein-protein	0.399284976873942
C2	CFB	0.648558732729403	protein-protein	0.648558732729403
CD14	CSF1R	0.144416745303057	protein-protein	0.144416745303057
SERPINA1	FCGR2A	0.366343858875916	protein-protein	0.366343858875916
C8G	HGFAC	0.282977407273142	protein-protein	0.282977407273142
CFB	HGFAC	-0.18538509825306	protein-protein	0.18538509825306
F9	CFB	0.192045514652687	protein-protein	0.192045514652687
AHSG	HGFAC	0.52167347521994	protein-protein	0.52167347521994
AHSG	C8G	0.315035849498577	protein-protein	0.315035849498577
AHSG	HRG	0.552495054939372	protein-protein	0.552495054939372
AHSG	F9	-0.577563067480656	protein-protein	0.577563067480656
CPN1	HGFAC	-0.320429573992453	protein-protein	0.320429573992453
CPN1	C8G	0.299228373235919	protein-protein	0.299228373235919
CPN1	F9	0.23047475317749	protein-protein	0.23047475317749
CPN1	AHSG	-0.406559057231296	protein-protein	0.406559057231296
CFH	C1S	0.123018983075129	protein-protein	0.123018983075129
C2	HGFAC	0.152017037195826	protein-protein	0.152017037195826
C2	HRG	-0.158974839321791	protein-protein	0.158974839321791
C2	CFB	0.648558732729403	protein-protein	0.648558732729403
C2	F9	0.138255623794134	protein-protein	0.138255623794134
CD14	C2	0.365164811842221	protein-protein	0.365164811842221
APOC3	HGFAC	-0.203233296318454	protein-protein	0.203233296318454
APOC3	C8G	-0.167981157108594	protein-protein	0.167981157108594
APOC3	CFB	-0.335800968707131	protein-protein	0.335800968707131
APOC3	F9	0.274605868416609	protein-protein	0.274605868416609
APOC3	AHSG	-0.351962266888124	protein-protein	0.351962266888124
SERPINA1	HGFAC	-0.602363851540885	protein-protein	0.602363851540885
SERPINA1	F9	0.290830245428516	protein-protein	0.290830245428516
SERPINA1	AHSG	-0.437511118102884	protein-protein	0.437511118102884
APOH	HGFAC	0.312840489007417	protein-protein	0.312840489007417
APOH	C8G	-0.207341059108002	protein-protein	0.207341059108002
APOH	F9	-0.101242402877942	protein-protein	0.101242402877942
APOH	AHSG	0.28804392654417	protein-protein	0.28804392654417
APOH	CPN1	-0.696386997017653	protein-protein	0.696386997017653
APOH	SERPINA1	-0.281070889243603	protein-protein	0.281070889243603
APOA1	HGFAC	0.531088034740193	protein-protein	0.531088034740193
APOA1	C8G	0.358967228962537	protein-protein	0.358967228962537
APOA1	F9	-0.165233554677827	protein-protein	0.165233554677827
APOA1	AHSG	0.653158987270849	protein-protein	0.653158987270849
APOA1	APOH	0.215205601396536	protein-protein	0.215205601396536
C4BPB	HGFAC	0.512210671901057	protein-protein	0.512210671901057
C4BPB	C8G	0.434668210497163	protein-protein	0.434668210497163
C4BPB	CFB	0.354005479930773	protein-protein	0.354005479930773
C4BPB	F9	0.208347538085037	protein-protein	0.208347538085037
C4BPB	AHSG	0.213934148584937	protein-protein	0.213934148584937
C4BPB	CPN1	0.123470177906962	protein-protein	0.123470177906962
C4BPB	SERPINA1	-0.399284976873942	protein-protein	0.399284976873942
C4BPB	APOA1	0.336772809580969	protein-protein	0.336772809580969
CFH	C1S	0.123018983075129	protein-protein	0.123018983075129
C2	FCGR2A	-0.123120906613264	protein-protein	0.123120906613264
C2	C1S	0.196758947994275	protein-protein	0.196758947994275
CD14	CSF1R	0.144416745303057	protein-protein	0.144416745303057
CD14	C1S	0.290307954655209	protein-protein	0.290307954655209
CD14	C2	0.365164811842221	protein-protein	0.365164811842221
CD14	CSF1R	0.144416745303057	protein-protein	0.144416745303057
C8G	HGFAC	0.282977407273142	protein-protein	0.282977407273142
F9	HRG	-0.409600446475064	protein-protein	0.409600446475064
AHSG	HRG	0.552495054939372	protein-protein	0.552495054939372
AHSG	F9	-0.577563067480656	protein-protein	0.577563067480656
CPN1	HRG	-0.194964286555845	protein-protein	0.194964286555845
CPN1	F9	0.23047475317749	protein-protein	0.23047475317749
C1S	F9	0.156474823831575	protein-protein	0.156474823831575
CFH	HRG	-0.368930635282115	protein-protein	0.368930635282115
CFH	F9	0.311563628510768	protein-protein	0.311563628510768
CFH	C1S	0.123018983075129	protein-protein	0.123018983075129
C2	C1S	0.196758947994275	protein-protein	0.196758947994275
CD14	C1S	0.290307954655209	protein-protein	0.290307954655209
CD14	C2	0.365164811842221	protein-protein	0.365164811842221
ALDOB	C8G	-0.291611359612284	protein-protein	0.291611359612284
ALDOB	F9	0.496474032457398	protein-protein	0.496474032457398
ALDOB	CPN1	0.229482270064617	protein-protein	0.229482270064617
APOC3	HRG	-0.223444755891034	protein-protein	0.223444755891034
APOC3	F9	0.274605868416609	protein-protein	0.274605868416609
APOC3	AHSG	-0.351962266888124	protein-protein	0.351962266888124
APOC3	ALDOB	0.387495096803582	protein-protein	0.387495096803582
SERPINA1	CPN1	0.247121222881631	protein-protein	0.247121222881631
SERPINA1	C2	0.179689869929763	protein-protein	0.179689869929763
APOH	HRG	0.25826004223032	protein-protein	0.25826004223032
APOH	F9	-0.101242402877942	protein-protein	0.101242402877942
APOH	AHSG	0.28804392654417	protein-protein	0.28804392654417
APOH	APOC3	0.304865502865763	protein-protein	0.304865502865763
APOH	SERPINA1	-0.281070889243603	protein-protein	0.281070889243603
APOA1	HRG	0.617451728549016	protein-protein	0.617451728549016
APOA1	F9	-0.165233554677827	protein-protein	0.165233554677827
APOA1	AHSG	0.653158987270849	protein-protein	0.653158987270849
APOA1	CPN1	-0.245505496382631	protein-protein	0.245505496382631
APOA1	CFH	-0.155689386869657	protein-protein	0.155689386869657
APOA1	APOH	0.215205601396536	protein-protein	0.215205601396536
C4BPB	HRG	-0.158628183334422	protein-protein	0.158628183334422
C4BPB	AHSG	0.213934148584937	protein-protein	0.213934148584937
C4BPB	C2	0.498363083846619	protein-protein	0.498363083846619
COMP	HGFAC	0.262649458409005	protein-protein	0.262649458409005
HSPB1	DBH	-0.22249739366889	protein-protein	0.22249739366889
C8G	HGFAC	0.282977407273142	protein-protein	0.282977407273142
CFB	DBH	0.131168723966904	protein-protein	0.131168723966904
F9	HRG	-0.409600446475064	protein-protein	0.409600446475064
AHSG	HGFAC	0.52167347521994	protein-protein	0.52167347521994
AHSG	HRG	0.552495054939372	protein-protein	0.552495054939372
C1S	CFB	0.481621502800112	protein-protein	0.481621502800112
CFH	HRG	-0.368930635282115	protein-protein	0.368930635282115
CFH	CFB	0.207912416637306	protein-protein	0.207912416637306
CFH	C1S	0.123018983075129	protein-protein	0.123018983075129
C2	C8G	0.449096740171845	protein-protein	0.449096740171845
C2	CFB	0.648558732729403	protein-protein	0.648558732729403
C2	C1S	0.196758947994275	protein-protein	0.196758947994275
CD14	C8G	0.478056834392351	protein-protein	0.478056834392351
CD14	C2	0.365164811842221	protein-protein	0.365164811842221
ALDOB	F9	0.496474032457398	protein-protein	0.496474032457398
APOC3	F9	0.274605868416609	protein-protein	0.274605868416609
APOC3	AHSG	-0.351962266888124	protein-protein	0.351962266888124
APOC3	ALDOB	0.387495096803582	protein-protein	0.387495096803582
SERPINA1	CFB	0.34657709155716	protein-protein	0.34657709155716
APOH	HRG	0.25826004223032	protein-protein	0.25826004223032
APOH	CFB	-0.309385632700509	protein-protein	0.309385632700509
APOH	F9	-0.101242402877942	protein-protein	0.101242402877942
APOH	AHSG	0.28804392654417	protein-protein	0.28804392654417
APOA1	HGFAC	0.531088034740193	protein-protein	0.531088034740193
APOA1	HRG	0.617451728549016	protein-protein	0.617451728549016
APOA1	AHSG	0.653158987270849	protein-protein	0.653158987270849
APOA1	ALDOB	-0.309702266510588	protein-protein	0.309702266510588
C4BPB	CFB	0.354005479930773	protein-protein	0.354005479930773
C8G	DBH	0.56035929169717	protein-protein	0.56035929169717
C8G	HGFAC	0.282977407273142	protein-protein	0.282977407273142
HRG	C8G	0.363164636771448	protein-protein	0.363164636771448
CFB	HGFAC	-0.18538509825306	protein-protein	0.18538509825306
CFB	C8G	0.510280885571327	protein-protein	0.510280885571327
F9	DBH	-0.12409982695156	protein-protein	0.12409982695156
F9	HRG	-0.409600446475064	protein-protein	0.409600446475064
F9	CFB	0.192045514652687	protein-protein	0.192045514652687
CPN1	HRG	-0.194964286555845	protein-protein	0.194964286555845
CPN1	F9	0.23047475317749	protein-protein	0.23047475317749
C1S	CFB	0.481621502800112	protein-protein	0.481621502800112
CFH	HRG	-0.368930635282115	protein-protein	0.368930635282115
CFH	CFB	0.207912416637306	protein-protein	0.207912416637306
CFH	F9	0.311563628510768	protein-protein	0.311563628510768
CFH	C1S	0.123018983075129	protein-protein	0.123018983075129
C2	HGFAC	0.152017037195826	protein-protein	0.152017037195826
C2	C8G	0.449096740171845	protein-protein	0.449096740171845
C2	CFB	0.648558732729403	protein-protein	0.648558732729403
C2	C1S	0.196758947994275	protein-protein	0.196758947994275
C2	CFH	0.263199495196101	protein-protein	0.263199495196101
CD14	CFB	0.293173862954749	protein-protein	0.293173862954749
CD14	C1S	0.290307954655209	protein-protein	0.290307954655209
CD14	C2	0.365164811842221	protein-protein	0.365164811842221
SERPINA1	CPN1	0.247121222881631	protein-protein	0.247121222881631
SERPINA1	APOC3	-0.19229457614152	protein-protein	0.19229457614152
APOH	HGFAC	0.312840489007417	protein-protein	0.312840489007417
APOH	C8G	-0.207341059108002	protein-protein	0.207341059108002
APOH	CFB	-0.309385632700509	protein-protein	0.309385632700509
APOH	F9	-0.101242402877942	protein-protein	0.101242402877942
APOA1	AHSG	0.653158987270849	protein-protein	0.653158987270849
C4BPB	HGFAC	0.512210671901057	protein-protein	0.512210671901057
C4BPB	C8G	0.434668210497163	protein-protein	0.434668210497163
C4BPB	HRG	-0.158628183334422	protein-protein	0.158628183334422
C4BPB	CFB	0.354005479930773	protein-protein	0.354005479930773
C4BPB	F9	0.208347538085037	protein-protein	0.208347538085037
C4BPB	CPN1	0.123470177906962	protein-protein	0.123470177906962
C4BPB	C2	0.498363083846619	protein-protein	0.498363083846619
AHSG	FCGR2A	-0.123263354663139	protein-protein	0.123263354663139
C1S	CFB	0.481621502800112	protein-protein	0.481621502800112
C2	C1S	0.196758947994275	protein-protein	0.196758947994275
AHSG	HGFAC	0.52167347521994	protein-protein	0.52167347521994
AHSG	C8G	0.315035849498577	protein-protein	0.315035849498577
C1S	CFB	0.481621502800112	protein-protein	0.481621502800112
C2	CFB	0.648558732729403	protein-protein	0.648558732729403
C2	C1S	0.196758947994275	protein-protein	0.196758947994275
APOH	APOC3	0.304865502865763	protein-protein	0.304865502865763
APOA1	COMP	0.391423745606695	protein-protein	0.391423745606695
APOA1	SERPINA1	-0.169247675898626	protein-protein	0.169247675898626
CFB	C8G	0.510280885571327	protein-protein	0.510280885571327
F9	COMP	-0.426820114515888	protein-protein	0.426820114515888
C2	CFB	0.648558732729403	protein-protein	0.648558732729403
C8G	DBH	0.56035929169717	protein-protein	0.56035929169717
F9	HRG	-0.409600446475064	protein-protein	0.409600446475064
F9	CFB	0.192045514652687	protein-protein	0.192045514652687
AHSG	HRG	0.552495054939372	protein-protein	0.552495054939372
AHSG	F9	-0.577563067480656	protein-protein	0.577563067480656
CPN1	F9	0.23047475317749	protein-protein	0.23047475317749
CPN1	AHSG	-0.406559057231296	protein-protein	0.406559057231296
CFH	CFB	0.207912416637306	protein-protein	0.207912416637306
CFH	C1S	0.123018983075129	protein-protein	0.123018983075129
C2	HGFAC	0.152017037195826	protein-protein	0.152017037195826
C2	CFB	0.648558732729403	protein-protein	0.648558732729403
C2	F9	0.138255623794134	protein-protein	0.138255623794134
C2	C1S	0.196758947994275	protein-protein	0.196758947994275
C2	CFH	0.263199495196101	protein-protein	0.263199495196101
CD14	C8G	0.478056834392351	protein-protein	0.478056834392351
CD14	CFB	0.293173862954749	protein-protein	0.293173862954749
CD14	C2	0.365164811842221	protein-protein	0.365164811842221
ALDOB	HRG	-0.49426900826184	protein-protein	0.49426900826184
ALDOB	AHSG	-0.422676706342237	protein-protein	0.422676706342237
