GeneID1	GeneID2	PCC_severe	feature_type	PCC_severe_abs
vanillylmandelate (VMA)	suberate (C8-DC)	0.99348385614414	metabolite-metabolite	0.99348385614414
4-acetamidobutanoate	suberate (C8-DC)	0.987327510089716	metabolite-metabolite	0.987327510089716
pyroglutamylglutamine	suberate (C8-DC)	0.965100962058698	metabolite-metabolite	0.965100962058698
3-hydroxysebacate	suberate (C8-DC)	0.994047807274154	metabolite-metabolite	0.994047807274154
1-methyl-4-imidazoleacetate	suberate (C8-DC)	0.978846245677687	metabolite-metabolite	0.978846245677687
N-acetyltryptophan	suberate (C8-DC)	0.993958764027515	metabolite-metabolite	0.993958764027515
N-acetylhistidine	suberate (C8-DC)	0.953584206459471	metabolite-metabolite	0.953584206459471
N1-methylinosine	suberate (C8-DC)	0.985180899967839	metabolite-metabolite	0.985180899967839
N2,N2-dimethylguanosine	suberate (C8-DC)	0.983332343447695	metabolite-metabolite	0.983332343447695
N6-carbamoylthreonyladenosine	suberate (C8-DC)	0.98366303622962	metabolite-metabolite	0.98366303622962
4-hydroxyhippurate	suberate (C8-DC)	0.991147650318801	metabolite-metabolite	0.991147650318801
3-(3-amino-3-carboxypropyl)uridine*	suberate (C8-DC)	0.960605509608262	metabolite-metabolite	0.960605509608262
tetradecanedioate (C14-DC)	suberate (C8-DC)	0.989097246989027	metabolite-metabolite	0.989097246989027
hexadecanedioate (C16-DC)	suberate (C8-DC)	0.984361329086996	metabolite-metabolite	0.984361329086996
N6-succinyladenosine	suberate (C8-DC)	0.979326816388614	metabolite-metabolite	0.979326816388614
21-hydroxypregnenolone disulfate	suberate (C8-DC)	0.93974247315869	metabolite-metabolite	0.93974247315869
3-methylglutaconate	suberate (C8-DC)	0.987060412144296	metabolite-metabolite	0.987060412144296
hydantoin-5-propionate	suberate (C8-DC)	0.933723336556145	metabolite-metabolite	0.933723336556145
11-ketoetiocholanolone glucuronide	suberate (C8-DC)	0.9778666955087	metabolite-metabolite	0.9778666955087
octadecenedioylcarnitine (C18:1-DC)*	suberate (C8-DC)	0.893937908287976	metabolite-metabolite	0.893937908287976
vanillactate	suberate (C8-DC)	0.995371516265509	metabolite-metabolite	0.995371516265509
p-cresol glucuronide*	suberate (C8-DC)	0.988164310434751	metabolite-metabolite	0.988164310434751
N-acetylkynurenine (2)	suberate (C8-DC)	0.977408616081771	metabolite-metabolite	0.977408616081771
N-acetylglucosamine/N-acetylgalactosamine	suberate (C8-DC)	0.981558446161165	metabolite-metabolite	0.981558446161165
adipoylcarnitine (C6-DC)	suberate (C8-DC)	0.981733682611042	metabolite-metabolite	0.981733682611042
suberoylcarnitine (C8-DC)	suberate (C8-DC)	0.978414768730389	metabolite-metabolite	0.978414768730389
phenylacetylglutamate	suberate (C8-DC)	0.993809321993305	metabolite-metabolite	0.993809321993305
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	suberate (C8-DC)	0.979730544476112	metabolite-metabolite	0.979730544476112
cortolone glucuronide (1)	suberate (C8-DC)	0.994139895755398	metabolite-metabolite	0.994139895755398
dodecenedioate (C12:1-DC)*	suberate (C8-DC)	0.989464423304004	metabolite-metabolite	0.989464423304004
hexadecenedioate (C16:1-DC)*	suberate (C8-DC)	0.98839514742314	metabolite-metabolite	0.98839514742314
octadecenedioate (C18:1-DC)	suberate (C8-DC)	0.979313097250622	metabolite-metabolite	0.979313097250622
pyroglutamylalanine*	suberate (C8-DC)	0.988159075294843	metabolite-metabolite	0.988159075294843
glutamine conjugate of C7H12O2*	suberate (C8-DC)	0.993223665106797	metabolite-metabolite	0.993223665106797
glutamine conjugate of C6H10O2 (1)*	suberate (C8-DC)	0.994401177066867	metabolite-metabolite	0.994401177066867
2-hydroxysebacate	suberate (C8-DC)	0.993477913896871	metabolite-metabolite	0.993477913896871
N-acetyl-isoputreanine	suberate (C8-DC)	0.982896328178658	metabolite-metabolite	0.982896328178658
11beta-hydroxyandrosterone glucuronide	suberate (C8-DC)	0.984263008154731	metabolite-metabolite	0.984263008154731
N2-acetyl,N6,N6-dimethyllysine	suberate (C8-DC)	0.965295669023593	metabolite-metabolite	0.965295669023593
4-methylhexanoylglutamine	suberate (C8-DC)	0.986546477936336	metabolite-metabolite	0.986546477936336
hydroxy-N6,N6,N6-trimethyllysine*	suberate (C8-DC)	0.885392997221865	metabolite-metabolite	0.885392997221865
(S)-a-amino-omega-caprolactam	suberate (C8-DC)	0.959401734638223	metabolite-metabolite	0.959401734638223
GlcNAc sulfate conjugate of C21H34O2 steroid**	suberate (C8-DC)	0.977288163967008	metabolite-metabolite	0.977288163967008
tetrahydrocortisol glucuronide	suberate (C8-DC)	0.983916687153886	metabolite-metabolite	0.983916687153886
4-methyl-2-oxopentanoate	3-methyl-2-oxovalerate	0.712305186241793	metabolite-metabolite	0.712305186241793
2-hydroxyacetaminophen sulfate*	4-acetamidophenylglucuronide	0.828391862710148	metabolite-metabolite	0.828391862710148
2-methoxyacetaminophen sulfate*	4-acetamidophenylglucuronide	0.607061544619904	metabolite-metabolite	0.607061544619904
2-methoxyacetaminophen glucuronide*	4-acetamidophenylglucuronide	0.724511589692953	metabolite-metabolite	0.724511589692953
pro-hydroxy-pro	5-hydroxylysine	0.920803064308418	metabolite-metabolite	0.920803064308418
3-hydroxy-3-methylglutarate	glucuronate	0.756124524170006	metabolite-metabolite	0.756124524170006
S-adenosylhomocysteine (SAH)	glucuronate	0.769371103878722	metabolite-metabolite	0.769371103878722
cystathionine	glucuronate	0.793387578310474	metabolite-metabolite	0.793387578310474
myo-inositol	glucuronate	0.756682723458666	metabolite-metabolite	0.756682723458666
pseudouridine	glucuronate	0.817840611595172	metabolite-metabolite	0.817840611595172
4-acetamidobutanoate	glucuronate	0.815680100530472	metabolite-metabolite	0.815680100530472
pyroglutamylvaline	glucuronate	0.711298098440401	metabolite-metabolite	0.711298098440401
1-methyl-4-imidazoleacetate	glucuronate	0.779238926963682	metabolite-metabolite	0.779238926963682
N-acetylglutamine	glucuronate	0.776873494062744	metabolite-metabolite	0.776873494062744
N-acetylphenylalanine	glucuronate	0.539158412035438	metabolite-metabolite	0.539158412035438
N-acetylhistidine	glucuronate	0.854837735021074	metabolite-metabolite	0.854837735021074
erythronate*	glucuronate	0.819038222408981	metabolite-metabolite	0.819038222408981
N1-methylinosine	glucuronate	0.826695632577795	metabolite-metabolite	0.826695632577795
N2,N2-dimethylguanosine	glucuronate	0.83698209841276	metabolite-metabolite	0.83698209841276
N6-carbamoylthreonyladenosine	glucuronate	0.851731826319946	metabolite-metabolite	0.851731826319946
3-(3-amino-3-carboxypropyl)uridine*	glucuronate	0.833316547998361	metabolite-metabolite	0.833316547998361
gulonate*	glucuronate	0.823167022276708	metabolite-metabolite	0.823167022276708
N6-succinyladenosine	glucuronate	0.845377865585228	metabolite-metabolite	0.845377865585228
1-ribosyl-imidazoleacetate*	glucuronate	0.788498411654193	metabolite-metabolite	0.788498411654193
hydantoin-5-propionate	glucuronate	0.81156191636999	metabolite-metabolite	0.81156191636999
gamma-CEHC glucuronide*	glucuronate	0.59019383913071	metabolite-metabolite	0.59019383913071
N-acetyl-1-methylhistidine*	glucuronate	0.820196449984876	metabolite-metabolite	0.820196449984876
O-sulfo-L-tyrosine	glucuronate	0.785004173430279	metabolite-metabolite	0.785004173430279
arabonate/xylonate	glucuronate	0.839386946300084	metabolite-metabolite	0.839386946300084
arabitol/xylitol	glucuronate	0.741873552863227	metabolite-metabolite	0.741873552863227
N-acetylglucosamine/N-acetylgalactosamine	glucuronate	0.852720897952508	metabolite-metabolite	0.852720897952508
adipoylcarnitine (C6-DC)	glucuronate	0.835856780453381	metabolite-metabolite	0.835856780453381
suberoylcarnitine (C8-DC)	glucuronate	0.834310597857816	metabolite-metabolite	0.834310597857816
glutamine conjugate of C6H10O2 (1)*	glucuronate	0.801119178093268	metabolite-metabolite	0.801119178093268
N-acetyl-isoputreanine	glucuronate	0.808326018035298	metabolite-metabolite	0.808326018035298
11beta-hydroxyandrosterone glucuronide	glucuronate	0.7785118185964	metabolite-metabolite	0.7785118185964
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	glucuronate	0.802900380521779	metabolite-metabolite	0.802900380521779
(S)-a-amino-omega-caprolactam	glucuronate	0.827569060594775	metabolite-metabolite	0.827569060594775
N-acetyl-2-aminoadipate	glucuronate	0.775845769222386	metabolite-metabolite	0.775845769222386
N,N-dimethyl-pro-pro	glucuronate	0.810425876714311	metabolite-metabolite	0.810425876714311
maltose	maltotriose	0.909465892524736	metabolite-metabolite	0.909465892524736
orotate	xanthosine	0.731322419677157	metabolite-metabolite	0.731322419677157
pseudouridine	xanthosine	0.798227970676661	metabolite-metabolite	0.798227970676661
xanthine	xanthosine	0.418570036546626	metabolite-metabolite	0.418570036546626
N-acetylthreonine	xanthosine	0.717524081134237	metabolite-metabolite	0.717524081134237
orotidine	xanthosine	0.141023180016169	metabolite-metabolite	0.141023180016169
alpha-ketoglutaramate*	xanthosine	0.739177279204404	metabolite-metabolite	0.739177279204404
acisoga	xanthosine	0.573144256846087	metabolite-metabolite	0.573144256846087
3-methylglutarylcarnitine (2)	xanthosine	0.761461179401593	metabolite-metabolite	0.761461179401593
C-glycosyltryptophan	xanthosine	0.807795895255296	metabolite-metabolite	0.807795895255296
N,N-dimethyl-pro-pro	xanthosine	0.83813576203504	metabolite-metabolite	0.83813576203504
caffeine	theophylline	0.947706371548047	metabolite-metabolite	0.947706371548047
paraxanthine	theophylline	0.567830198398326	metabolite-metabolite	0.567830198398326
1,3-dimethylurate	theophylline	0.73251153473943	metabolite-metabolite	0.73251153473943
1,7-dimethylurate	theophylline	0.530034332320327	metabolite-metabolite	0.530034332320327
5-acetylamino-6-amino-3-methyluracil	quinate	0.112499685273486	metabolite-metabolite	0.112499685273486
guaiacol sulfate	quinate	0.33210231312959	metabolite-metabolite	0.33210231312959
3-methylxanthine	theobromine	0.452408160783491	metabolite-metabolite	0.452408160783491
3,7-dimethylurate	theobromine	0.456244049867117	metabolite-metabolite	0.456244049867117
caffeine	paraxanthine	0.384966340114526	metabolite-metabolite	0.384966340114526
theophylline	paraxanthine	0.567830198398326	metabolite-metabolite	0.567830198398326
1,3-dimethylurate	paraxanthine	0.86310547150754	metabolite-metabolite	0.86310547150754
1,7-dimethylurate	paraxanthine	0.923042757440449	metabolite-metabolite	0.923042757440449
1-methylxanthine	paraxanthine	0.81768870106574	metabolite-metabolite	0.81768870106574
6-hydroxyindole sulfate	3-indoxyl sulfate	0.984663721022108	metabolite-metabolite	0.984663721022108
3-methyl-2-oxovalerate	4-methyl-2-oxopentanoate	0.712305186241793	metabolite-metabolite	0.712305186241793
1-palmitoyl-GPC (16:0)	1-palmityl-GPC (O-16:0)	0.878115419107011	metabolite-metabolite	0.878115419107011
1-margaroyl-GPC (17:0)	1-palmityl-GPC (O-16:0)	0.904413445754084	metabolite-metabolite	0.904413445754084
1-stearoyl-GPC (18:0)	1-palmityl-GPC (O-16:0)	0.785379918113925	metabolite-metabolite	0.785379918113925
1-oleoyl-GPC (18:1)	1-palmityl-GPC (O-16:0)	0.748864630005029	metabolite-metabolite	0.748864630005029
1-palmitoleoyl-GPC (16:1)*	1-palmityl-GPC (O-16:0)	0.720443497922861	metabolite-metabolite	0.720443497922861
1-dihomo-linoleoyl-GPC (20:2)*	1-palmityl-GPC (O-16:0)	0.72589805298429	metabolite-metabolite	0.72589805298429
1-pentadecanoyl-GPC (15:0)*	1-palmityl-GPC (O-16:0)	0.868962368982575	metabolite-metabolite	0.868962368982575
1-(1-enyl-palmitoyl)-GPC (P-16:0)*	1-palmityl-GPC (O-16:0)	0.792555428305493	metabolite-metabolite	0.792555428305493
1-(1-enyl-stearoyl)-GPE (P-18:0)*	1-palmityl-GPC (O-16:0)	0.573427895878814	metabolite-metabolite	0.573427895878814
1-eicosenoyl-GPC (20:1)*	1-palmityl-GPC (O-16:0)	0.756440866922303	metabolite-metabolite	0.756440866922303
3-phosphoglycerate	sphingosine 1-phosphate	0.746274901775051	metabolite-metabolite	0.746274901775051
sphingosine	sphingosine 1-phosphate	0.721752746339848	metabolite-metabolite	0.721752746339848
phosphoethanolamine	sphingosine 1-phosphate	0.746952630550231	metabolite-metabolite	0.746952630550231
sphinganine-1-phosphate	sphingosine 1-phosphate	0.884328523033126	metabolite-metabolite	0.884328523033126
1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*	1-myristoyl-2-palmitoyl-GPC (14:0/16:0)	0.857873391093963	metabolite-metabolite	0.857873391093963
2-ketocaprylate	2-hydroxyoctanoate	0.684917619127311	metabolite-metabolite	0.684917619127311
3-hydroxydecanoate	3-hydroxyoctanoate	0.848705323314363	metabolite-metabolite	0.848705323314363
3-hydroxyhexanoate	3-hydroxyoctanoate	0.909526600284291	metabolite-metabolite	0.909526600284291
margaroylcarnitine (C17)*	palmitoylcarnitine (C16)	0.874408292889906	metabolite-metabolite	0.874408292889906
octanoylcarnitine (C8)	hexanoylcarnitine (C6)	0.791718488387921	metabolite-metabolite	0.791718488387921
cis-4-decenoylcarnitine (C10:1)	hexanoylcarnitine (C6)	0.456656998593031	metabolite-metabolite	0.456656998593031
epiandrosterone sulfate	dehydroepiandrosterone sulfate (DHEA-S)	0.797745526505173	metabolite-metabolite	0.797745526505173
androstenediol (3beta,17beta) disulfate (2)	dehydroepiandrosterone sulfate (DHEA-S)	0.566117857046079	metabolite-metabolite	0.566117857046079
androstenediol (3alpha, 17alpha) monosulfate (2)	dehydroepiandrosterone sulfate (DHEA-S)	0.274709321157445	metabolite-metabolite	0.274709321157445
androstenediol (3beta,17beta) monosulfate (1)	dehydroepiandrosterone sulfate (DHEA-S)	0.749193360013059	metabolite-metabolite	0.749193360013059
pregnenediol sulfate (C21H34O5S)*	dehydroepiandrosterone sulfate (DHEA-S)	0.648994078836394	metabolite-metabolite	0.648994078836394
glycerate	tartronate (hydroxymalonate)	0.96553283096777	metabolite-metabolite	0.96553283096777
oxalate (ethanedioate)	tartronate (hydroxymalonate)	0.971064698423831	metabolite-metabolite	0.971064698423831
threonate	tartronate (hydroxymalonate)	0.859304650495087	metabolite-metabolite	0.859304650495087
glycerate	oxalate (ethanedioate)	0.981395444468499	metabolite-metabolite	0.981395444468499
tartronate (hydroxymalonate)	oxalate (ethanedioate)	0.971064698423831	metabolite-metabolite	0.971064698423831
threonate	oxalate (ethanedioate)	0.903753409942126	metabolite-metabolite	0.903753409942126
3-hydroxydecanoate	3-hydroxymyristate	0.805079178637939	metabolite-metabolite	0.805079178637939
3-hydroxylaurate	3-hydroxymyristate	0.947750635967836	metabolite-metabolite	0.947750635967836
dodecadienoate (12:2)*	3-hydroxymyristate	0.617787893997222	metabolite-metabolite	0.617787893997222
(2 or 3)-decenoate (10:1n7 or n8)	3-hydroxymyristate	0.616810265398238	metabolite-metabolite	0.616810265398238
branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*	3-hydroxymyristate	0.934161337664633	metabolite-metabolite	0.934161337664633
kynurenate	pyroglutamylglutamine	0.967439533087074	metabolite-metabolite	0.967439533087074
3-hydroxy-3-methylglutarate	pyroglutamylglutamine	0.926487390702034	metabolite-metabolite	0.926487390702034
vanillylmandelate (VMA)	pyroglutamylglutamine	0.95995153179441	metabolite-metabolite	0.95995153179441
4-acetamidobutanoate	pyroglutamylglutamine	0.969469092111513	metabolite-metabolite	0.969469092111513
suberate (C8-DC)	pyroglutamylglutamine	0.965100962058698	metabolite-metabolite	0.965100962058698
N-acetylhistidine	pyroglutamylglutamine	0.938756300376661	metabolite-metabolite	0.938756300376661
N1-methylinosine	pyroglutamylglutamine	0.962480713964288	metabolite-metabolite	0.962480713964288
N6-carbamoylthreonyladenosine	pyroglutamylglutamine	0.964829470110192	metabolite-metabolite	0.964829470110192
4-hydroxyhippurate	pyroglutamylglutamine	0.961342995803635	metabolite-metabolite	0.961342995803635
N6-succinyladenosine	pyroglutamylglutamine	0.963035604979241	metabolite-metabolite	0.963035604979241
3-methylglutaconate	pyroglutamylglutamine	0.956495425065999	metabolite-metabolite	0.956495425065999
vanillactate	pyroglutamylglutamine	0.967204804739757	metabolite-metabolite	0.967204804739757
p-cresol glucuronide*	pyroglutamylglutamine	0.958938521691451	metabolite-metabolite	0.958938521691451
N-acetylglucosamine/N-acetylgalactosamine	pyroglutamylglutamine	0.96607987078365	metabolite-metabolite	0.96607987078365
adipoylcarnitine (C6-DC)	pyroglutamylglutamine	0.971857320318882	metabolite-metabolite	0.971857320318882
suberoylcarnitine (C8-DC)	pyroglutamylglutamine	0.97349364352115	metabolite-metabolite	0.97349364352115
phenylacetylglutamate	pyroglutamylglutamine	0.962766217817171	metabolite-metabolite	0.962766217817171
pyroglutamylalanine*	pyroglutamylglutamine	0.970266269649364	metabolite-metabolite	0.970266269649364
glutamine conjugate of C7H12O2*	pyroglutamylglutamine	0.962569476910737	metabolite-metabolite	0.962569476910737
glutamine conjugate of C6H10O2 (1)*	pyroglutamylglutamine	0.964627282757017	metabolite-metabolite	0.964627282757017
2-hydroxysebacate	pyroglutamylglutamine	0.965764472039194	metabolite-metabolite	0.965764472039194
N-acetyl-isoputreanine	pyroglutamylglutamine	0.959251737252667	metabolite-metabolite	0.959251737252667
11beta-hydroxyandrosterone glucuronide	pyroglutamylglutamine	0.949035054156369	metabolite-metabolite	0.949035054156369
N2-acetyl,N6,N6-dimethyllysine	pyroglutamylglutamine	0.931643545556108	metabolite-metabolite	0.931643545556108
tetrahydrocortisol glucuronide	pyroglutamylglutamine	0.96060225656559	metabolite-metabolite	0.96060225656559
caprate (10:0)	2-linoleoylglycerol (18:2)	0.837339268607101	metabolite-metabolite	0.837339268607101
caprylate (8:0)	2-linoleoylglycerol (18:2)	0.815459273907128	metabolite-metabolite	0.815459273907128
stearidonate (18:4n3)	2-linoleoylglycerol (18:2)	0.826333247106109	metabolite-metabolite	0.826333247106109
1-dihomo-linolenylglycerol (20:3)	2-linoleoylglycerol (18:2)	0.948069730253804	metabolite-metabolite	0.948069730253804
1-palmitoleoylglycerol (16:1)*	2-linoleoylglycerol (18:2)	0.858052391266757	metabolite-metabolite	0.858052391266757
1-linoleoylglycerol (18:2)	2-linoleoylglycerol (18:2)	0.984032595749798	metabolite-metabolite	0.984032595749798
3-hydroxyoctanoate	3-hydroxydecanoate	0.848705323314363	metabolite-metabolite	0.848705323314363
3-hydroxymyristate	3-hydroxydecanoate	0.805079178637939	metabolite-metabolite	0.805079178637939
3-hydroxylaurate	3-hydroxydecanoate	0.852779029395818	metabolite-metabolite	0.852779029395818
S-adenosylhomocysteine (SAH)	ribonate	0.782429267602238	metabolite-metabolite	0.782429267602238
pseudouridine	ribonate	0.752364148839528	metabolite-metabolite	0.752364148839528
N-acetylalanine	ribonate	0.710814557715914	metabolite-metabolite	0.710814557715914
1-methyl-4-imidazoleacetate	ribonate	0.724515995929972	metabolite-metabolite	0.724515995929972
N-acetylthreonine	ribonate	0.778443343728913	metabolite-metabolite	0.778443343728913
erythronate*	ribonate	0.863029439235197	metabolite-metabolite	0.863029439235197
N2,N2-dimethylguanosine	ribonate	0.782685292788558	metabolite-metabolite	0.782685292788558
N6-carbamoylthreonyladenosine	ribonate	0.785608612973805	metabolite-metabolite	0.785608612973805
orotidine	ribonate	0.313509257267597	metabolite-metabolite	0.313509257267597
3-(3-amino-3-carboxypropyl)uridine*	ribonate	0.80103523951906	metabolite-metabolite	0.80103523951906
gulonate*	ribonate	0.797725065903625	metabolite-metabolite	0.797725065903625
2-methylmalonylcarnitine (C4-DC)	ribonate	0.121830454119762	metabolite-metabolite	0.121830454119762
1-ribosyl-imidazoleacetate*	ribonate	0.784859319022601	metabolite-metabolite	0.784859319022601
N-acetylserine	ribonate	0.135562952494479	metabolite-metabolite	0.135562952494479
alpha-ketoglutaramate*	ribonate	0.832756814513606	metabolite-metabolite	0.832756814513606
O-sulfo-L-tyrosine	ribonate	0.795446101564186	metabolite-metabolite	0.795446101564186
arabonate/xylonate	ribonate	0.849500654586327	metabolite-metabolite	0.849500654586327
C-glycosyltryptophan	ribonate	0.81465819707652	metabolite-metabolite	0.81465819707652
arabitol/xylitol	ribonate	0.75146999347488	metabolite-metabolite	0.75146999347488
hydroxyasparagine**	ribonate	0.710088488643013	metabolite-metabolite	0.710088488643013
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	ribonate	0.806111745353393	metabolite-metabolite	0.806111745353393
N,N-dimethyl-pro-pro	ribonate	0.787941389577852	metabolite-metabolite	0.787941389577852
glycerate	threonate	0.88664564125538	metabolite-metabolite	0.88664564125538
tartronate (hydroxymalonate)	threonate	0.859304650495087	metabolite-metabolite	0.859304650495087
oxalate (ethanedioate)	threonate	0.903753409942126	metabolite-metabolite	0.903753409942126
tetradecanedioate (C14-DC)	dodecanedioate (C12-DC)	0.985327455803395	metabolite-metabolite	0.985327455803395
S-adenosylhomocysteine (SAH)	N-acetyltyrosine	0.360877992151076	metabolite-metabolite	0.360877992151076
N-acetylglutamine	N-acetyltyrosine	0.508129638295685	metabolite-metabolite	0.508129638295685
N-acetylphenylalanine	N-acetyltyrosine	0.948835545140058	metabolite-metabolite	0.948835545140058
gulonate*	N-acetyltyrosine	0.436999820718926	metabolite-metabolite	0.436999820718926
theophylline	1,3-dimethylurate	0.73251153473943	metabolite-metabolite	0.73251153473943
paraxanthine	1,3-dimethylurate	0.86310547150754	metabolite-metabolite	0.86310547150754
1,7-dimethylurate	1,3-dimethylurate	0.927465611017412	metabolite-metabolite	0.927465611017412
1-methylxanthine	1,3-dimethylurate	0.837862011674779	metabolite-metabolite	0.837862011674779
theobromine	3-methylxanthine	0.452408160783491	metabolite-metabolite	0.452408160783491
7-methylxanthine	3-methylxanthine	0.963269087273167	metabolite-metabolite	0.963269087273167
3,7-dimethylurate	3-methylxanthine	0.941850249413909	metabolite-metabolite	0.941850249413909
3-hydroxymyristate	3-hydroxylaurate	0.947750635967836	metabolite-metabolite	0.947750635967836
3-hydroxydecanoate	3-hydroxylaurate	0.852779029395818	metabolite-metabolite	0.852779029395818
tetradecadienoate (14:2)*	3-hydroxylaurate	0.80329075676832	metabolite-metabolite	0.80329075676832
dodecadienoate (12:2)*	3-hydroxylaurate	0.683730216860315	metabolite-metabolite	0.683730216860315
(2 or 3)-decenoate (10:1n7 or n8)	3-hydroxylaurate	0.712399614559509	metabolite-metabolite	0.712399614559509
branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*	3-hydroxylaurate	0.971985623164575	metabolite-metabolite	0.971985623164575
pyridoxal	pyridoxate	0.297462309157033	metabolite-metabolite	0.297462309157033
gamma-glutamylisoleucine*	gamma-glutamylvaline	0.854778651802885	metabolite-metabolite	0.854778651802885
quinolinate	pyroglutamylvaline	0.718408755626688	metabolite-metabolite	0.718408755626688
myo-inositol	pyroglutamylvaline	0.720422194245045	metabolite-metabolite	0.720422194245045
glucuronate	pyroglutamylvaline	0.711298098440401	metabolite-metabolite	0.711298098440401
N1-methylinosine	pyroglutamylvaline	0.670326127133165	metabolite-metabolite	0.670326127133165
N2,N2-dimethylguanosine	pyroglutamylvaline	0.679142875122144	metabolite-metabolite	0.679142875122144
N6-carbamoylthreonyladenosine	pyroglutamylvaline	0.694078550688049	metabolite-metabolite	0.694078550688049
3-(3-amino-3-carboxypropyl)uridine*	pyroglutamylvaline	0.710421000059625	metabolite-metabolite	0.710421000059625
gulonate*	pyroglutamylvaline	0.716983959352219	metabolite-metabolite	0.716983959352219
N6-succinyladenosine	pyroglutamylvaline	0.702189905044255	metabolite-metabolite	0.702189905044255
hydantoin-5-propionate	pyroglutamylvaline	0.721341261829476	metabolite-metabolite	0.721341261829476
arabonate/xylonate	pyroglutamylvaline	0.712355395464169	metabolite-metabolite	0.712355395464169
N-acetylglucosamine/N-acetylgalactosamine	pyroglutamylvaline	0.686704507563431	metabolite-metabolite	0.686704507563431
adipoylcarnitine (C6-DC)	pyroglutamylvaline	0.6692629544512	metabolite-metabolite	0.6692629544512
suberoylcarnitine (C8-DC)	pyroglutamylvaline	0.68729243323851	metabolite-metabolite	0.68729243323851
pyroglutamylleucine*	pyroglutamylvaline	0.869920828117244	metabolite-metabolite	0.869920828117244
N-acetyl-isoputreanine	pyroglutamylvaline	0.677387522670048	metabolite-metabolite	0.677387522670048
N,N-dimethyl-pro-pro	pyroglutamylvaline	0.69707313116347	metabolite-metabolite	0.69707313116347
5-hydroxyindoleacetate	3-hydroxysebacate	0.985437687735391	metabolite-metabolite	0.985437687735391
kynurenate	3-hydroxysebacate	0.992481069098354	metabolite-metabolite	0.992481069098354
3-hydroxy-3-methylglutarate	3-hydroxysebacate	0.964636054628493	metabolite-metabolite	0.964636054628493
corticosterone	3-hydroxysebacate	0.975584363342678	metabolite-metabolite	0.975584363342678
vanillylmandelate (VMA)	3-hydroxysebacate	0.997535577546056	metabolite-metabolite	0.997535577546056
4-acetamidobutanoate	3-hydroxysebacate	0.981691116789669	metabolite-metabolite	0.981691116789669
suberate (C8-DC)	3-hydroxysebacate	0.994047807274154	metabolite-metabolite	0.994047807274154
N-acetyltryptophan	3-hydroxysebacate	0.99957169099306	metabolite-metabolite	0.99957169099306
N-acetylhistidine	3-hydroxysebacate	0.942201257917183	metabolite-metabolite	0.942201257917183
N1-methylinosine	3-hydroxysebacate	0.976458497620257	metabolite-metabolite	0.976458497620257
N2,N2-dimethylguanosine	3-hydroxysebacate	0.974198052804367	metabolite-metabolite	0.974198052804367
N6-carbamoylthreonyladenosine	3-hydroxysebacate	0.972449342569563	metabolite-metabolite	0.972449342569563
4-hydroxyhippurate	3-hydroxysebacate	0.998626102247214	metabolite-metabolite	0.998626102247214
tetradecanedioate (C14-DC)	3-hydroxysebacate	0.992888284626001	metabolite-metabolite	0.992888284626001
hexadecanedioate (C16-DC)	3-hydroxysebacate	0.9878116676251	metabolite-metabolite	0.9878116676251
N6-succinyladenosine	3-hydroxysebacate	0.96980743785816	metabolite-metabolite	0.96980743785816
21-hydroxypregnenolone disulfate	3-hydroxysebacate	0.946041777183326	metabolite-metabolite	0.946041777183326
3-methylglutaconate	3-hydroxysebacate	0.990514648404371	metabolite-metabolite	0.990514648404371
hydantoin-5-propionate	3-hydroxysebacate	0.922415097549907	metabolite-metabolite	0.922415097549907
L-urobilin	3-hydroxysebacate	0.879674120703456	metabolite-metabolite	0.879674120703456
11-ketoetiocholanolone glucuronide	3-hydroxysebacate	0.98167169039393	metabolite-metabolite	0.98167169039393
octadecenedioylcarnitine (C18:1-DC)*	3-hydroxysebacate	0.876692829260032	metabolite-metabolite	0.876692829260032
vanillactate	3-hydroxysebacate	0.999213398307733	metabolite-metabolite	0.999213398307733
p-cresol glucuronide*	3-hydroxysebacate	0.995180675390169	metabolite-metabolite	0.995180675390169
N-acetylkynurenine (2)	3-hydroxysebacate	0.970056952257193	metabolite-metabolite	0.970056952257193
N-acetylglucosamine/N-acetylgalactosamine	3-hydroxysebacate	0.97693990489941	metabolite-metabolite	0.97693990489941
adipoylcarnitine (C6-DC)	3-hydroxysebacate	0.978406396331537	metabolite-metabolite	0.978406396331537
suberoylcarnitine (C8-DC)	3-hydroxysebacate	0.970750975283138	metabolite-metabolite	0.970750975283138
phenylacetylglutamate	3-hydroxysebacate	0.99847347639153	metabolite-metabolite	0.99847347639153
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	3-hydroxysebacate	0.973624337180121	metabolite-metabolite	0.973624337180121
cortolone glucuronide (1)	3-hydroxysebacate	0.993932467660518	metabolite-metabolite	0.993932467660518
dodecenedioate (C12:1-DC)*	3-hydroxysebacate	0.996453093200207	metabolite-metabolite	0.996453093200207
hexadecenedioate (C16:1-DC)*	3-hydroxysebacate	0.991626424602813	metabolite-metabolite	0.991626424602813
