GeneID1	GeneID2	PCC_moderate	feature_type	PCC_moderate_abs
3-hydroxysebacate	vanillylmandelate (VMA)	0.556489049619928	metabolite-metabolite	0.556489049619928
1-methyl-4-imidazoleacetate	vanillylmandelate (VMA)	0.543005420081413	metabolite-metabolite	0.543005420081413
N-acetyltryptophan	vanillylmandelate (VMA)	0.336584910288589	metabolite-metabolite	0.336584910288589
N-acetylhistidine	vanillylmandelate (VMA)	0.480633855556386	metabolite-metabolite	0.480633855556386
N1-methylinosine	vanillylmandelate (VMA)	0.638130980166109	metabolite-metabolite	0.638130980166109
N2,N2-dimethylguanosine	vanillylmandelate (VMA)	0.636526090778703	metabolite-metabolite	0.636526090778703
N6-carbamoylthreonyladenosine	vanillylmandelate (VMA)	0.643859755522151	metabolite-metabolite	0.643859755522151
4-hydroxyhippurate	vanillylmandelate (VMA)	0.415307266850956	metabolite-metabolite	0.415307266850956
3-(3-amino-3-carboxypropyl)uridine*	vanillylmandelate (VMA)	0.610719433071025	metabolite-metabolite	0.610719433071025
tetradecanedioate (C14-DC)	vanillylmandelate (VMA)	0.122252204752577	metabolite-metabolite	0.122252204752577
hexadecanedioate (C16-DC)	vanillylmandelate (VMA)	0.328117338953863	metabolite-metabolite	0.328117338953863
N6-succinyladenosine	vanillylmandelate (VMA)	0.652619876376714	metabolite-metabolite	0.652619876376714
21-hydroxypregnenolone disulfate	vanillylmandelate (VMA)	0.225995474359086	metabolite-metabolite	0.225995474359086
3-methylglutaconate	vanillylmandelate (VMA)	0.584204244362902	metabolite-metabolite	0.584204244362902
hydantoin-5-propionate	vanillylmandelate (VMA)	0.642238970554932	metabolite-metabolite	0.642238970554932
11-ketoetiocholanolone glucuronide	vanillylmandelate (VMA)	0.563101878832942	metabolite-metabolite	0.563101878832942
octadecenedioylcarnitine (C18:1-DC)*	vanillylmandelate (VMA)	0.472208472210687	metabolite-metabolite	0.472208472210687
vanillactate	vanillylmandelate (VMA)	0.787842850911086	metabolite-metabolite	0.787842850911086
p-cresol glucuronide*	vanillylmandelate (VMA)	0.421837814495179	metabolite-metabolite	0.421837814495179
N-acetylkynurenine (2)	vanillylmandelate (VMA)	0.301072045056034	metabolite-metabolite	0.301072045056034
N-acetylglucosamine/N-acetylgalactosamine	vanillylmandelate (VMA)	0.741918669306008	metabolite-metabolite	0.741918669306008
adipoylcarnitine (C6-DC)	vanillylmandelate (VMA)	0.630536786800502	metabolite-metabolite	0.630536786800502
suberoylcarnitine (C8-DC)	vanillylmandelate (VMA)	0.500326237609072	metabolite-metabolite	0.500326237609072
phenylacetylglutamate	vanillylmandelate (VMA)	0.618835948084699	metabolite-metabolite	0.618835948084699
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	vanillylmandelate (VMA)	0.339736076497713	metabolite-metabolite	0.339736076497713
cortolone glucuronide (1)	vanillylmandelate (VMA)	0.57858657498693	metabolite-metabolite	0.57858657498693
dodecenedioate (C12:1-DC)*	vanillylmandelate (VMA)	0.151500637794966	metabolite-metabolite	0.151500637794966
hexadecenedioate (C16:1-DC)*	vanillylmandelate (VMA)	0.156760459063223	metabolite-metabolite	0.156760459063223
octadecenedioate (C18:1-DC)	vanillylmandelate (VMA)	0.403822695574353	metabolite-metabolite	0.403822695574353
pyroglutamylalanine*	vanillylmandelate (VMA)	0.519540207959225	metabolite-metabolite	0.519540207959225
glutamine conjugate of C7H12O2*	vanillylmandelate (VMA)	0.617091709124664	metabolite-metabolite	0.617091709124664
glutamine conjugate of C6H10O2 (1)*	vanillylmandelate (VMA)	0.513307994788457	metabolite-metabolite	0.513307994788457
2-hydroxysebacate	vanillylmandelate (VMA)	0.659678330030556	metabolite-metabolite	0.659678330030556
N-acetyl-isoputreanine	vanillylmandelate (VMA)	0.692856655113871	metabolite-metabolite	0.692856655113871
11beta-hydroxyandrosterone glucuronide	vanillylmandelate (VMA)	0.689029236999898	metabolite-metabolite	0.689029236999898
N2-acetyl,N6,N6-dimethyllysine	vanillylmandelate (VMA)	0.447256737982841	metabolite-metabolite	0.447256737982841
4-methylhexanoylglutamine	vanillylmandelate (VMA)	0.503256995462128	metabolite-metabolite	0.503256995462128
hydroxy-N6,N6,N6-trimethyllysine*	vanillylmandelate (VMA)	0.711492031498856	metabolite-metabolite	0.711492031498856
(S)-a-amino-omega-caprolactam	vanillylmandelate (VMA)	0.496196160702719	metabolite-metabolite	0.496196160702719
GlcNAc sulfate conjugate of C21H34O2 steroid**	vanillylmandelate (VMA)	-0.212310650363288	metabolite-metabolite	0.212310650363288
tetrahydrocortisol glucuronide	vanillylmandelate (VMA)	0.697503067075547	metabolite-metabolite	0.697503067075547
kynurenate	4-acetamidobutanoate	0.322483567216907	metabolite-metabolite	0.322483567216907
3-hydroxy-3-methylglutarate	4-acetamidobutanoate	0.585828110204398	metabolite-metabolite	0.585828110204398
quinolinate	4-acetamidobutanoate	0.673839050850628	metabolite-metabolite	0.673839050850628
cystathionine	4-acetamidobutanoate	0.742112794759773	metabolite-metabolite	0.742112794759773
myo-inositol	4-acetamidobutanoate	0.835532871726794	metabolite-metabolite	0.835532871726794
pseudouridine	4-acetamidobutanoate	0.913187775166423	metabolite-metabolite	0.913187775166423
vanillylmandelate (VMA)	4-acetamidobutanoate	0.587780028811099	metabolite-metabolite	0.587780028811099
N-acetylneuraminate	4-acetamidobutanoate	0.730393643245009	metabolite-metabolite	0.730393643245009
suberate (C8-DC)	4-acetamidobutanoate	0.301002174708808	metabolite-metabolite	0.301002174708808
glucuronate	4-acetamidobutanoate	0.717467591957432	metabolite-metabolite	0.717467591957432
pyroglutamylglutamine	4-acetamidobutanoate	0.514667358127238	metabolite-metabolite	0.514667358127238
3-hydroxysebacate	4-acetamidobutanoate	0.443774178042719	metabolite-metabolite	0.443774178042719
1-methyl-4-imidazoleacetate	4-acetamidobutanoate	0.760709019872153	metabolite-metabolite	0.760709019872153
N-acetyltryptophan	4-acetamidobutanoate	0.623266501794757	metabolite-metabolite	0.623266501794757
N-acetylthreonine	4-acetamidobutanoate	0.874088202118909	metabolite-metabolite	0.874088202118909
N-acetylhistidine	4-acetamidobutanoate	0.545542035644441	metabolite-metabolite	0.545542035644441
erythronate*	4-acetamidobutanoate	0.881426014900149	metabolite-metabolite	0.881426014900149
N1-methylinosine	4-acetamidobutanoate	0.785113684624731	metabolite-metabolite	0.785113684624731
N2,N2-dimethylguanosine	4-acetamidobutanoate	0.934609980573282	metabolite-metabolite	0.934609980573282
N6-carbamoylthreonyladenosine	4-acetamidobutanoate	0.8524531708698	metabolite-metabolite	0.8524531708698
phenylacetylglutamine	4-acetamidobutanoate	0.874989130166468	metabolite-metabolite	0.874989130166468
4-hydroxyhippurate	4-acetamidobutanoate	0.664756319657599	metabolite-metabolite	0.664756319657599
5,6-dihydrouridine	4-acetamidobutanoate	0.762118296504173	metabolite-metabolite	0.762118296504173
3-(3-amino-3-carboxypropyl)uridine*	4-acetamidobutanoate	0.799147655410856	metabolite-metabolite	0.799147655410856
malonylcarnitine	4-acetamidobutanoate	0.582463536522898	metabolite-metabolite	0.582463536522898
gulonate*	4-acetamidobutanoate	0.870320624064643	metabolite-metabolite	0.870320624064643
N6-succinyladenosine	4-acetamidobutanoate	0.809575499895982	metabolite-metabolite	0.809575499895982
1-ribosyl-imidazoleacetate*	4-acetamidobutanoate	0.843262485540985	metabolite-metabolite	0.843262485540985
alpha-ketoglutaramate*	4-acetamidobutanoate	0.903201170897484	metabolite-metabolite	0.903201170897484
3-methylglutaconate	4-acetamidobutanoate	0.683670084328382	metabolite-metabolite	0.683670084328382
5-(galactosylhydroxy)-L-lysine	4-acetamidobutanoate	0.905783526799428	metabolite-metabolite	0.905783526799428
hydantoin-5-propionate	4-acetamidobutanoate	0.732944608174318	metabolite-metabolite	0.732944608174318
O-sulfo-L-tyrosine	4-acetamidobutanoate	0.90141250653771	metabolite-metabolite	0.90141250653771
11-ketoetiocholanolone glucuronide	4-acetamidobutanoate	0.657634119493718	metabolite-metabolite	0.657634119493718
3-methylglutarylcarnitine (2)	4-acetamidobutanoate	0.899794306157641	metabolite-metabolite	0.899794306157641
octadecenedioylcarnitine (C18:1-DC)*	4-acetamidobutanoate	0.219140072883998	metabolite-metabolite	0.219140072883998
arabonate/xylonate	4-acetamidobutanoate	0.892308257545558	metabolite-metabolite	0.892308257545558
vanillactate	4-acetamidobutanoate	0.877023176270506	metabolite-metabolite	0.877023176270506
p-cresol glucuronide*	4-acetamidobutanoate	0.683079461820204	metabolite-metabolite	0.683079461820204
N-acetylkynurenine (2)	4-acetamidobutanoate	0.348668897096942	metabolite-metabolite	0.348668897096942
C-glycosyltryptophan	4-acetamidobutanoate	0.952281439573299	metabolite-metabolite	0.952281439573299
N-acetylglucosamine/N-acetylgalactosamine	4-acetamidobutanoate	0.850816226761569	metabolite-metabolite	0.850816226761569
adipoylcarnitine (C6-DC)	4-acetamidobutanoate	0.845996126393003	metabolite-metabolite	0.845996126393003
suberoylcarnitine (C8-DC)	4-acetamidobutanoate	0.685341830335252	metabolite-metabolite	0.685341830335252
phenylacetylglutamate	4-acetamidobutanoate	0.897847376105855	metabolite-metabolite	0.897847376105855
methylsuccinoylcarnitine	4-acetamidobutanoate	0.923290353562504	metabolite-metabolite	0.923290353562504
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	4-acetamidobutanoate	0.496274400472372	metabolite-metabolite	0.496274400472372
cortolone glucuronide (1)	4-acetamidobutanoate	0.872681221849548	metabolite-metabolite	0.872681221849548
pyroglutamylalanine*	4-acetamidobutanoate	0.424223354425297	metabolite-metabolite	0.424223354425297
glutamine conjugate of C7H12O2*	4-acetamidobutanoate	0.848287584442305	metabolite-metabolite	0.848287584442305
glutamine conjugate of C6H10O2 (1)*	4-acetamidobutanoate	0.822357505165064	metabolite-metabolite	0.822357505165064
glutamine conjugate of C6H10O2 (2)*	4-acetamidobutanoate	0.755723801786427	metabolite-metabolite	0.755723801786427
2-hydroxysebacate	4-acetamidobutanoate	0.70410894260432	metabolite-metabolite	0.70410894260432
ascorbic acid 3-sulfate*	4-acetamidobutanoate	0.773606783674683	metabolite-metabolite	0.773606783674683
N-acetyl-isoputreanine	4-acetamidobutanoate	0.74997976631786	metabolite-metabolite	0.74997976631786
11beta-hydroxyandrosterone glucuronide	4-acetamidobutanoate	0.879159737724384	metabolite-metabolite	0.879159737724384
N2-acetyl,N6,N6-dimethyllysine	4-acetamidobutanoate	0.322484738318813	metabolite-metabolite	0.322484738318813
4-methylhexanoylglutamine	4-acetamidobutanoate	0.305360994245621	metabolite-metabolite	0.305360994245621
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	4-acetamidobutanoate	0.72178565991025	metabolite-metabolite	0.72178565991025
hydroxy-N6,N6,N6-trimethyllysine*	4-acetamidobutanoate	0.465492414328331	metabolite-metabolite	0.465492414328331
GlcNAc sulfate conjugate of C21H34O2 steroid**	4-acetamidobutanoate	-0.173439193945472	metabolite-metabolite	0.173439193945472
tetrahydrocortisol glucuronide	4-acetamidobutanoate	0.803114350142891	metabolite-metabolite	0.803114350142891
N,N-dimethyl-pro-pro	4-acetamidobutanoate	0.902542140681568	metabolite-metabolite	0.902542140681568
C-glycosyltryptophan	3-aminoisobutyrate	0.773148636379541	metabolite-metabolite	0.773148636379541
glycoursodeoxycholate	ursodeoxycholate	0.646779475797921	metabolite-metabolite	0.646779475797921
palmitoyl ethanolamide	oleoyl ethanolamide	0.792707616579515	metabolite-metabolite	0.792707616579515
linoleoyl ethanolamide	oleoyl ethanolamide	0.679395275024391	metabolite-metabolite	0.679395275024391
4-acetamidobutanoate	N-acetylneuraminate	0.730393643245009	metabolite-metabolite	0.730393643245009
N1-methylinosine	N-acetylneuraminate	0.705347437856213	metabolite-metabolite	0.705347437856213
N2,N2-dimethylguanosine	N-acetylneuraminate	0.713835618715028	metabolite-metabolite	0.713835618715028
N6-carbamoylthreonyladenosine	N-acetylneuraminate	0.742646001696248	metabolite-metabolite	0.742646001696248
3-(3-amino-3-carboxypropyl)uridine*	N-acetylneuraminate	0.693524035001605	metabolite-metabolite	0.693524035001605
N6-succinyladenosine	N-acetylneuraminate	0.682906795173444	metabolite-metabolite	0.682906795173444
hydantoin-5-propionate	N-acetylneuraminate	0.578928115654509	metabolite-metabolite	0.578928115654509
N-acetylglucosamine/N-acetylgalactosamine	N-acetylneuraminate	0.728271514479848	metabolite-metabolite	0.728271514479848
adipoylcarnitine (C6-DC)	N-acetylneuraminate	0.707955895877429	metabolite-metabolite	0.707955895877429
N-acetyl-isoputreanine	N-acetylneuraminate	0.7154991327902	metabolite-metabolite	0.7154991327902
N,N-dimethyl-pro-pro	N-acetylneuraminate	0.775365212495051	metabolite-metabolite	0.775365212495051
cysteinylglycine	cys-gly, oxidized	0.45005513752866	metabolite-metabolite	0.45005513752866
tauro-beta-muricholate	estrone 3-sulfate	-0.135357707529812	metabolite-metabolite	0.135357707529812
5alpha-pregnan-3beta,20beta-diol monosulfate (1)	estrone 3-sulfate	0.48391059087057	metabolite-metabolite	0.48391059087057
5alpha-pregnan-diol disulfate	estrone 3-sulfate	0.627958097716785	metabolite-metabolite	0.627958097716785
pregnanolone/allopregnanolone sulfate	estrone 3-sulfate	0.467983207390729	metabolite-metabolite	0.467983207390729
linoleate (18:2n6)	dihomo-linoleate (20:2n6)	0.905088245135029	metabolite-metabolite	0.905088245135029
palmitate (16:0)	dihomo-linoleate (20:2n6)	0.798077248968968	metabolite-metabolite	0.798077248968968
stearate (18:0)	dihomo-linoleate (20:2n6)	0.608394789546828	metabolite-metabolite	0.608394789546828
palmitoleate (16:1n7)	dihomo-linoleate (20:2n6)	0.66056980637617	metabolite-metabolite	0.66056980637617
margarate (17:0)	dihomo-linoleate (20:2n6)	0.702498801479019	metabolite-metabolite	0.702498801479019
pentadecanoate (15:0)	dihomo-linoleate (20:2n6)	0.659561598485892	metabolite-metabolite	0.659561598485892
docosapentaenoate (n3 DPA; 22:5n3)	dihomo-linoleate (20:2n6)	0.845843082677171	metabolite-metabolite	0.845843082677171
docosadienoate (22:2n6)	dihomo-linoleate (20:2n6)	0.85959404111786	metabolite-metabolite	0.85959404111786
adrenate (22:4n6)	dihomo-linoleate (20:2n6)	0.812649555174494	metabolite-metabolite	0.812649555174494
10-nonadecenoate (19:1n9)	dihomo-linoleate (20:2n6)	0.805346942722728	metabolite-metabolite	0.805346942722728
10-heptadecenoate (17:1n7)	dihomo-linoleate (20:2n6)	0.80874662780476	metabolite-metabolite	0.80874662780476
eicosenoate (20:1)	dihomo-linoleate (20:2n6)	0.837686241399967	metabolite-metabolite	0.837686241399967
linolenate [alpha or gamma; (18:3n3 or 6)]	dihomo-linoleate (20:2n6)	0.797214658354195	metabolite-metabolite	0.797214658354195
docosapentaenoate (n6 DPA; 22:5n6)	dihomo-linoleate (20:2n6)	0.842476145159331	metabolite-metabolite	0.842476145159331
dihomo-linolenate (20:3n3 or n6)	dihomo-linoleate (20:2n6)	0.89128021866012	metabolite-metabolite	0.89128021866012
oleate/vaccenate (18:1)	dihomo-linoleate (20:2n6)	0.796488810634025	metabolite-metabolite	0.796488810634025
2-hydroxypalmitate	2-hydroxystearate	0.66628565158852	metabolite-metabolite	0.66628565158852
desmethylnaproxen sulfate	naproxen	0.98401858758008	metabolite-metabolite	0.98401858758008
ibuprofen acyl glucuronide	ibuprofen	0.782211813559286	metabolite-metabolite	0.782211813559286
2-hydroxyibuprofen	ibuprofen	0.802109828697268	metabolite-metabolite	0.802109828697268
carboxyibuprofen	ibuprofen	0.863779981002503	metabolite-metabolite	0.863779981002503
oleoyl ethanolamide	palmitoyl ethanolamide	0.792707616579515	metabolite-metabolite	0.792707616579515
1-stearoyl-2-oleoyl-GPE (18:0/18:1)	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	0.709594732587184	metabolite-metabolite	0.709594732587184
1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	0.721207209485502	metabolite-metabolite	0.721207209485502
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	0.691351844527748	metabolite-metabolite	0.691351844527748
1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	0.716744237567869	metabolite-metabolite	0.716744237567869
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	0.817634416593297	metabolite-metabolite	0.817634416593297
palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	0.369973628034715	metabolite-metabolite	0.369973628034715
1-stearoyl-2-docosapentaenoyl-GPE (18:0/22:5n6)*	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	0.501662717932146	metabolite-metabolite	0.501662717932146
N-stearoyl-sphinganine (d18:0/18:0)*	N-stearoyl-sphingosine (d18:1/18:0)*	0.621457402468028	metabolite-metabolite	0.621457402468028
ceramide (d18:1/17:0, d17:1/18:0)*	N-stearoyl-sphingosine (d18:1/18:0)*	0.757103669016881	metabolite-metabolite	0.757103669016881
ceramide (d18:2/24:1, d18:1/24:2)*	N-stearoyl-sphingosine (d18:1/18:0)*	0.639767875646689	metabolite-metabolite	0.639767875646689
glycocholate	glycochenodeoxycholate	0.778770342028693	metabolite-metabolite	0.778770342028693
taurochenodeoxycholate	glycochenodeoxycholate	0.905406790100779	metabolite-metabolite	0.905406790100779
glycocholate	taurochenodeoxycholate	0.797830939360193	metabolite-metabolite	0.797830939360193
glycochenodeoxycholate	taurochenodeoxycholate	0.905406790100779	metabolite-metabolite	0.905406790100779
taurocholate	taurochenodeoxycholate	0.789200648350348	metabolite-metabolite	0.789200648350348
glycocholate	taurocholate	0.929195941659212	metabolite-metabolite	0.929195941659212
taurochenodeoxycholate	taurocholate	0.789200648350348	metabolite-metabolite	0.789200648350348
tauro-beta-muricholate	taurodeoxycholate	0.157267137040996	metabolite-metabolite	0.157267137040996
5alpha-pregnan-diol disulfate	taurodeoxycholate	0.465111202421265	metabolite-metabolite	0.465111202421265
salicylate	2-hydroxyhippurate (salicylurate)	0.821346249981516	metabolite-metabolite	0.821346249981516
5-hydroxyindoleacetate	suberate (C8-DC)	0.361265552369545	metabolite-metabolite	0.361265552369545
kynurenate	suberate (C8-DC)	0.692394636438537	metabolite-metabolite	0.692394636438537
3-hydroxy-3-methylglutarate	suberate (C8-DC)	0.562209209761979	metabolite-metabolite	0.562209209761979
quinolinate	suberate (C8-DC)	0.40213298595319	metabolite-metabolite	0.40213298595319
vanillylmandelate (VMA)	suberate (C8-DC)	0.654360923890472	metabolite-metabolite	0.654360923890472
4-acetamidobutanoate	suberate (C8-DC)	0.301002174708808	metabolite-metabolite	0.301002174708808
pyroglutamylglutamine	suberate (C8-DC)	0.455426813302295	metabolite-metabolite	0.455426813302295
3-hydroxysebacate	suberate (C8-DC)	0.755971098547537	metabolite-metabolite	0.755971098547537
1-methyl-4-imidazoleacetate	suberate (C8-DC)	0.520267564371808	metabolite-metabolite	0.520267564371808
N-acetyltryptophan	suberate (C8-DC)	0.279699450428349	metabolite-metabolite	0.279699450428349
N-acetylhistidine	suberate (C8-DC)	0.506001829608538	metabolite-metabolite	0.506001829608538
N1-methylinosine	suberate (C8-DC)	0.568286243650736	metabolite-metabolite	0.568286243650736
N2,N2-dimethylguanosine	suberate (C8-DC)	0.377217296738238	metabolite-metabolite	0.377217296738238
N6-carbamoylthreonyladenosine	suberate (C8-DC)	0.543000531368644	metabolite-metabolite	0.543000531368644
4-hydroxyhippurate	suberate (C8-DC)	0.228522278969812	metabolite-metabolite	0.228522278969812
3-(3-amino-3-carboxypropyl)uridine*	suberate (C8-DC)	0.450580745552684	metabolite-metabolite	0.450580745552684
tetradecanedioate (C14-DC)	suberate (C8-DC)	0.394334957805938	metabolite-metabolite	0.394334957805938
hexadecanedioate (C16-DC)	suberate (C8-DC)	0.532031404118973	metabolite-metabolite	0.532031404118973
N6-succinyladenosine	suberate (C8-DC)	0.542609179326713	metabolite-metabolite	0.542609179326713
21-hydroxypregnenolone disulfate	suberate (C8-DC)	0.319770146510042	metabolite-metabolite	0.319770146510042
3-methylglutaconate	suberate (C8-DC)	0.282294642432772	metabolite-metabolite	0.282294642432772
hydantoin-5-propionate	suberate (C8-DC)	0.409014892321113	metabolite-metabolite	0.409014892321113
11-ketoetiocholanolone glucuronide	suberate (C8-DC)	0.425791913801047	metabolite-metabolite	0.425791913801047
octadecenedioylcarnitine (C18:1-DC)*	suberate (C8-DC)	0.576798799028869	metabolite-metabolite	0.576798799028869
vanillactate	suberate (C8-DC)	0.570421591577447	metabolite-metabolite	0.570421591577447
p-cresol glucuronide*	suberate (C8-DC)	0.350678108621566	metabolite-metabolite	0.350678108621566
N-acetylkynurenine (2)	suberate (C8-DC)	0.426977388874681	metabolite-metabolite	0.426977388874681
N-acetylglucosamine/N-acetylgalactosamine	suberate (C8-DC)	0.562617586713081	metabolite-metabolite	0.562617586713081
adipoylcarnitine (C6-DC)	suberate (C8-DC)	0.567246291626947	metabolite-metabolite	0.567246291626947
suberoylcarnitine (C8-DC)	suberate (C8-DC)	0.559930700553785	metabolite-metabolite	0.559930700553785
phenylacetylglutamate	suberate (C8-DC)	0.405943986808313	metabolite-metabolite	0.405943986808313
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	suberate (C8-DC)	0.319237493168476	metabolite-metabolite	0.319237493168476
cortolone glucuronide (1)	suberate (C8-DC)	0.255149022869918	metabolite-metabolite	0.255149022869918
dodecenedioate (C12:1-DC)*	suberate (C8-DC)	0.38431672414546	metabolite-metabolite	0.38431672414546
hexadecenedioate (C16:1-DC)*	suberate (C8-DC)	0.431679958385998	metabolite-metabolite	0.431679958385998
octadecenedioate (C18:1-DC)	suberate (C8-DC)	0.513322666064756	metabolite-metabolite	0.513322666064756
pyroglutamylalanine*	suberate (C8-DC)	0.436841033901054	metabolite-metabolite	0.436841033901054
glutamine conjugate of C7H12O2*	suberate (C8-DC)	0.49282550411686	metabolite-metabolite	0.49282550411686
glutamine conjugate of C6H10O2 (1)*	suberate (C8-DC)	0.48576617148511	metabolite-metabolite	0.48576617148511
2-hydroxysebacate	suberate (C8-DC)	0.595877990556501	metabolite-metabolite	0.595877990556501
N-acetyl-isoputreanine	suberate (C8-DC)	0.581127909884152	metabolite-metabolite	0.581127909884152
11beta-hydroxyandrosterone glucuronide	suberate (C8-DC)	0.498279602412088	metabolite-metabolite	0.498279602412088
N2-acetyl,N6,N6-dimethyllysine	suberate (C8-DC)	0.449933063288892	metabolite-metabolite	0.449933063288892
4-methylhexanoylglutamine	suberate (C8-DC)	0.704038497597872	metabolite-metabolite	0.704038497597872
hydroxy-N6,N6,N6-trimethyllysine*	suberate (C8-DC)	0.593880834074731	metabolite-metabolite	0.593880834074731
(S)-a-amino-omega-caprolactam	suberate (C8-DC)	0.597821038866131	metabolite-metabolite	0.597821038866131
GlcNAc sulfate conjugate of C21H34O2 steroid**	suberate (C8-DC)	-0.113314100663006	metabolite-metabolite	0.113314100663006
tetrahydrocortisol glucuronide	suberate (C8-DC)	0.498985493602058	metabolite-metabolite	0.498985493602058
4-methyl-2-oxopentanoate	3-methyl-2-oxovalerate	0.839025275755178	metabolite-metabolite	0.839025275755178
2-hydroxyacetaminophen sulfate*	4-acetamidophenylglucuronide	0.913148377512651	metabolite-metabolite	0.913148377512651
2-methoxyacetaminophen sulfate*	4-acetamidophenylglucuronide	0.966385995444995	metabolite-metabolite	0.966385995444995
2-methoxyacetaminophen glucuronide*	4-acetamidophenylglucuronide	0.965202242316577	metabolite-metabolite	0.965202242316577
pro-hydroxy-pro	5-hydroxylysine	0.49855208288989	metabolite-metabolite	0.49855208288989
3-hydroxy-3-methylglutarate	glucuronate	0.925667571283132	metabolite-metabolite	0.925667571283132
S-adenosylhomocysteine (SAH)	glucuronate	0.935711077508525	metabolite-metabolite	0.935711077508525
cystathionine	glucuronate	0.866750751521323	metabolite-metabolite	0.866750751521323
myo-inositol	glucuronate	0.82102938080867	metabolite-metabolite	0.82102938080867
pseudouridine	glucuronate	0.761107579796806	metabolite-metabolite	0.761107579796806
4-acetamidobutanoate	glucuronate	0.717467591957432	metabolite-metabolite	0.717467591957432
pyroglutamylvaline	glucuronate	0.848867976200003	metabolite-metabolite	0.848867976200003
1-methyl-4-imidazoleacetate	glucuronate	0.870046902306467	metabolite-metabolite	0.870046902306467
N-acetylglutamine	glucuronate	0.892704145998348	metabolite-metabolite	0.892704145998348
N-acetylphenylalanine	glucuronate	0.91152653024497	metabolite-metabolite	0.91152653024497
N-acetylhistidine	glucuronate	0.771147598439581	metabolite-metabolite	0.771147598439581
erythronate*	glucuronate	0.839518682743069	metabolite-metabolite	0.839518682743069
N1-methylinosine	glucuronate	0.932485000279156	metabolite-metabolite	0.932485000279156
N2,N2-dimethylguanosine	glucuronate	0.700331189194677	metabolite-metabolite	0.700331189194677
N6-carbamoylthreonyladenosine	glucuronate	0.940638236279142	metabolite-metabolite	0.940638236279142
3-(3-amino-3-carboxypropyl)uridine*	glucuronate	0.777636588148863	metabolite-metabolite	0.777636588148863
gulonate*	glucuronate	0.927808426822039	metabolite-metabolite	0.927808426822039
N6-succinyladenosine	glucuronate	0.925165610904646	metabolite-metabolite	0.925165610904646
1-ribosyl-imidazoleacetate*	glucuronate	0.918248989070718	metabolite-metabolite	0.918248989070718
hydantoin-5-propionate	glucuronate	0.477191851849347	metabolite-metabolite	0.477191851849347
gamma-CEHC glucuronide*	glucuronate	0.947397449914401	metabolite-metabolite	0.947397449914401
N-acetyl-1-methylhistidine*	glucuronate	0.701467366544128	metabolite-metabolite	0.701467366544128
O-sulfo-L-tyrosine	glucuronate	0.865789355751599	metabolite-metabolite	0.865789355751599
arabonate/xylonate	glucuronate	0.88488058881265	metabolite-metabolite	0.88488058881265
arabitol/xylitol	glucuronate	0.886987976403564	metabolite-metabolite	0.886987976403564
N-acetylglucosamine/N-acetylgalactosamine	glucuronate	0.760845012961698	metabolite-metabolite	0.760845012961698
adipoylcarnitine (C6-DC)	glucuronate	0.895156507815842	metabolite-metabolite	0.895156507815842
suberoylcarnitine (C8-DC)	glucuronate	0.929964924829875	metabolite-metabolite	0.929964924829875
glutamine conjugate of C6H10O2 (1)*	glucuronate	0.910731233903963	metabolite-metabolite	0.910731233903963
N-acetyl-isoputreanine	glucuronate	0.806569981776448	metabolite-metabolite	0.806569981776448
11beta-hydroxyandrosterone glucuronide	glucuronate	0.807127025452242	metabolite-metabolite	0.807127025452242
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	glucuronate	0.948073041283089	metabolite-metabolite	0.948073041283089
(S)-a-amino-omega-caprolactam	glucuronate	0.760846806831561	metabolite-metabolite	0.760846806831561
N-acetyl-2-aminoadipate	glucuronate	0.897297750394421	metabolite-metabolite	0.897297750394421
N,N-dimethyl-pro-pro	glucuronate	0.797411448403344	metabolite-metabolite	0.797411448403344
maltose	maltotriose	0.600733131278527	metabolite-metabolite	0.600733131278527
orotate	xanthosine	0.804986836484093	metabolite-metabolite	0.804986836484093
pseudouridine	xanthosine	0.766444887618826	metabolite-metabolite	0.766444887618826
xanthine	xanthosine	0.952927526635967	metabolite-metabolite	0.952927526635967
N-acetylthreonine	xanthosine	0.704849204788559	metabolite-metabolite	0.704849204788559
orotidine	xanthosine	0.833760486089839	metabolite-metabolite	0.833760486089839
alpha-ketoglutaramate*	xanthosine	0.788105524678932	metabolite-metabolite	0.788105524678932
acisoga	xanthosine	0.819696551748374	metabolite-metabolite	0.819696551748374
